drug,Blood and lymphatic system disorders,Cardiac disorders,"Congenital, familial and genetic disorders",Ear and labyrinth disorders,Endocrine disorders,Eye disorders,Gastrointestinal disorders,General disorders and administration site conditions,Hepatobiliary disorders,Immune system disorders,Infections and infestations,"Injury, poisoning and procedural complications",Investigations,Metabolism and nutrition disorders,Musculoskeletal and connective tissue disorders,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",Nervous system disorders,"Pregnancy, puerperium and perinatal conditions",Product issues,Psychiatric disorders,Renal and urinary disorders,Reproductive system and breast disorders,"Respiratory, thoracic and mediastinal disorders",Skin and subcutaneous tissue disorders,Social circumstances,Surgical and medical procedures,Vascular disorders,DILIConcern,vDILIConcern,SMILES
milnacipran,0.0059760956175298795,0.04183266932270916,0.00099601593625498,0.009213147410358566,0.002241035856573705,0.0199203187250996,0.13695219123505975,0.11964641434262947,0.007843625498007968,0.02228585657370518,0.010209163346613544,0.03498505976095617,0.068351593625498,0.01904880478087649,0.03386454183266932,0.0013695219123505975,0.14106075697211154,0.0017430278884462153,0.0017430278884462153,0.10881474103585656,0.03436254980079681,0.016309760956175298,0.021538844621513942,0.09038844621513943,0.004731075697211156,0.0017430278884462153,0.04282868525896414,Most-DILI-Concern,vMost-DILI-Concern,CCN(CC)C(=O)[C@@]1(C[C@@H]1CN)C2=CC=CC=C2
milrinone,0.032165832737669764,0.226590421729807,0.0014295925661186562,0.0007147962830593281,0.0014295925661186562,0.004288777698355968,0.0536097212294496,0.1658327376697641,0.012151536812008578,0.009292351679771264,0.018584703359542532,0.04789135096497498,0.06075768406004289,0.033595425303788416,0.006433166547533953,0.0007147962830593281,0.06147248034310221,0.005718370264474625,0.008577555396711936,0.012866333095067906,0.025732666190135808,0.0028591851322373124,0.03788420300214439,0.03931379556826305,0.0,0.007862759113652609,0.1222301644031451,Less-DILI-Concern,Ambiguous DILI-concern,CC1=C(C=C(C(=O)N1)C#N)C2=CC=NC=C2
minocycline,0.02736385803305337,0.013140070441614738,0.001625575724735844,0.02393208705861104,0.005508895511604804,0.030931093651223693,0.1025015804208435,0.10552695746410187,0.04587735934254493,0.03196965591980493,0.02460941027725097,0.017158854872211686,0.04330353111171318,0.012959450916644091,0.07572473584394472,0.004380023480538247,0.12336313555495347,0.002889912399530389,0.003025377043258376,0.024654565158493638,0.012327282579246816,0.008353653029892532,0.0433938408741985,0.18802492549444594,0.002483518468346428,0.0019868147746771427,0.02298383455251513,Most-DILI-Concern,vMost-DILI-Concern,CN(C)[C@H]1[C@@H]2C[C@@H]3CC4=C(C=CC(=C4C(=C3C(=O)[C@@]2(C(=O)/C(=C(/N)\O)/C1=O)O)O)O)N(C)C
minoxidil,0.003459004038725386,0.023845871417805174,0.0005797213472724111,0.005043575721269976,0.000946878200544938,0.017507584687626813,0.014280469187810391,0.1669404239695453,0.0016038957274536706,0.009662022454540184,0.007980830547450192,0.25644939998840555,0.026126108717076657,0.003613596397998029,0.007517053469632264,0.0038261608919979134,0.059769270903785574,0.00038648089818160735,0.04490908036870277,0.011169297957448455,0.002589422017816769,0.007497729424723183,0.012386712786720516,0.29531005430056617,0.00208699685018068,0.0017391640418172331,0.012773193684902123,No-DILI-Concern,vNo-DILI-Concern,C1CCN(CC1)C2=NC(=N)N(C(=C2)N)O
mirtazapine,0.02185507114812881,0.03236275333045866,0.0019744456800490206,0.007534666273290516,0.004334702584935206,0.01820121190114155,0.07017225336450082,0.1297914349908086,0.013616866758958764,0.0066722647118897934,0.011392778521662166,0.06958218913827928,0.06767582779202505,0.0375144679209314,0.038739985929237684,0.0020879195697070104,0.17540793863332044,0.002677983795928557,0.006989991602932165,0.15230465469895374,0.016158681887297733,0.00916869028436557,0.02932165308762454,0.04557111408664866,0.003767333136645258,0.002950321131107732,0.022172798039171188,Less-DILI-Concern,vLess-DILI-Concern,CN1CCN2C(C1)C3=CC=CC=C3CC4=C2N=CC=C4
misoprostol,0.022963935627691088,0.015329648517421444,0.004000366445781293,0.0023818975784041284,0.0007023544141448072,0.005832595352246007,0.15118942193178,0.1796805814273063,0.0021681375393165785,0.0119705621889028,0.01545179711118576,0.11176596329434756,0.0132531224234281,0.004611109414602865,0.019971295080465388,0.00064128011726265,0.06947201270345375,0.10266589305890617,0.0005496686719394144,0.008153418633767978,0.003969829297340214,0.037255321098115864,0.017681008947384492,0.06339512016367911,0.0004885943750572571,0.06559379485143678,0.06886126973463218,Less-DILI-Concern,Ambiguous DILI-concern,CCCCC(C)(C/C=C/[C@H]1[C@@H](CC(=O)[C@@H]1CCCCCCC(=O)OC)O)O
mitomycin,0.1289906481780071,0.021283456949371168,0.0016123831022250884,0.0014511447920025798,0.00032247662044501766,0.029506610770719126,0.07529829087391164,0.1256046436633344,0.014027732989358272,0.013221541438245728,0.05885198323121574,0.047081586584972586,0.033053853595614316,0.016930022573363433,0.011931634956465657,0.01709126088358594,0.03176394711383425,0.00016123831022250886,0.0019348597226701066,0.006610770719122864,0.09867784585617542,0.011770396646243148,0.07433086101257659,0.14995162850693325,0.00048371493066752666,0.0030635278942276684,0.024991938084488883,No-DILI-Concern,vLess-DILI-Concern,CC1=C(C(=O)C2=C(C1=O)N3C[C@H]4[C@@H]([C@@]3([C@@H]2COC(=O)N)OC)N4)N
mitotane,0.05252918287937743,0.011673151750972765,0.0019455252918287934,0.009727626459143969,0.04571984435797665,0.016536964980544747,0.10214007782101167,0.13715953307392995,0.04280155642023346,0.002918287937743191,0.016536964980544747,0.08463035019455252,0.08073929961089495,0.06712062256809337,0.01848249027237354,0.029182879377431907,0.11089494163424124,0.0019455252918287934,0.004863813229571985,0.03891050583657588,0.011673151750972765,0.013618677042801557,0.014591439688715954,0.059338521400778214,0.0,0.008754863813229572,0.01556420233463035,No-DILI-Concern,vNo-DILI-Concern,C1=CC=C(C(=C1)C(C2=CC=C(C=C2)Cl)C(Cl)Cl)Cl
mitoxantrone,0.15217391304347827,0.0772149302707137,0.0035890073831009025,0.0013330598851517635,0.0011279737489745694,0.007383100902378999,0.05711648892534865,0.11341263330598852,0.01773995077932732,0.007793273174733387,0.10151763740771123,0.026763740771123867,0.0698318293683347,0.02132895816242822,0.01548400328137818,0.1064397046759639,0.0551681706316653,0.001025430680885972,0.0011279737489745694,0.013330598851517637,0.018765381460213292,0.005229696472518457,0.051271534044298614,0.03558244462674323,0.001435602953240361,0.006460213289581625,0.030352748154224774,Less-DILI-Concern,vLess-DILI-Concern,C1=CC(=C2C(=C1NCCNCCO)C(=O)C3=C(C=CC(=C3C2=O)O)O)NCCNCCO
mivacurium,0.0010845986984815619,0.06453362255965292,0.0021691973969631237,0.0,0.0,0.0070498915401301515,0.008676789587852495,0.29446854663774397,0.0027114967462039045,0.0992407809110629,0.0032537960954446853,0.0227765726681128,0.031453362255965296,0.0027114967462039045,0.014099783080260303,0.0,0.14045553145336226,0.0,0.0016268980477223427,0.0027114967462039045,0.0032537960954446853,0.0,0.12093275488069415,0.08134490238611712,0.0,0.0043383947939262466,0.0911062906724512,No-DILI-Concern,vNo-DILI-Concern,C[N+]1(CCC2=CC(=C(C=C2[C@H]1CC3=CC(=C(C(=C3)OC)OC)OC)OC)OC)CCCOC(=O)CC/C=C/CCC(=O)OCCC[N+]4(CCC5=CC(=C(C=C5[C@H]4CC6=CC(=C(C(=C6)OC)OC)OC)OC)OC)C
modafinil,0.005587650345676674,0.0361776683398049,0.005019414717302775,0.006629415664362154,0.002557060327682545,0.01789942229377782,0.06923004072355336,0.1755848091675348,0.003882943460554977,0.012880007576475044,0.020361776683398048,0.07680651576853867,0.05663415096126528,0.019888246993086462,0.0298323704896297,0.003220001894118761,0.14243773084572406,0.010607065062979449,0.016384127284780756,0.13334596079174166,0.012785301638412728,0.009660005682356284,0.03721943365849039,0.0533194431290842,0.010701771001041766,0.008618240363670803,0.02272942513495596,Less-DILI-Concern,vLess-DILI-Concern,C1=CC=C(C=C1)C(C2=CC=CC=C2)S(=O)CC(=O)N
moexipril,0.01445086705202312,0.04046242774566474,0.0,0.011560693641618495,0.0,0.011560693641618495,0.10115606936416184,0.15028901734104047,0.01445086705202312,0.017341040462427744,0.01445086705202312,0.031791907514450865,0.04624277456647399,0.05202312138728324,0.01445086705202312,0.008670520231213872,0.06647398843930635,0.0,0.031791907514450865,0.031791907514450865,0.02601156069364162,0.008670520231213872,0.11560693641618495,0.11271676300578035,0.005780346820809247,0.005780346820809247,0.06647398843930635,Less-DILI-Concern,Ambiguous DILI-concern,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N2CC3=CC(=C(C=C3C[C@H]2C(=O)O)OC)OC
montelukast,0.011634859733917985,0.021102197418904782,0.0032139120035876226,0.006303253774478051,0.002067865862773432,0.01574567741292541,0.08941651303004634,0.13321540684638,0.007972494892620459,0.031765409337784635,0.02870098161343365,0.04509442423638448,0.03335990831630874,0.013254272758981514,0.0416562858139419,0.0026907170262594053,0.12180477353131695,0.0055309183317554435,0.015122826249439432,0.1749464347999402,0.00911854103343465,0.005256863819821616,0.0766605212018536,0.07643629478299865,0.00814689321839653,0.004783496935572276,0.014998256016742241,Less-DILI-Concern,vLess-DILI-Concern,CC(C)(C1=CC=CC=C1CC[C@H](C2=CC=CC(=C2)/C=C/C3=NC4=C(C=CC(=C4)Cl)C=C3)SCC5(CC5)CC(=O)O)O
moricizine,0.030612244897959183,0.2568027210884354,0.0,0.0,0.0,0.006802721088435374,0.09693877551020408,0.16666666666666666,0.03231292517006803,0.005102040816326529,0.011904761904761904,0.003401360544217687,0.04931972789115646,0.03231292517006803,0.011904761904761904,0.0,0.1054421768707483,0.0,0.0,0.047619047619047616,0.034013605442176874,0.0017006802721088435,0.037414965986394565,0.034013605442176874,0.0,0.0,0.03571428571428571,Less-DILI-Concern,Ambiguous DILI-concern,CCOC(=O)NC1=CC2=C(C=C1)SC3=CC=CC=C3N2C(=O)CCN4CCOCC4
morphine,0.0035823643604779155,0.025523512184708573,0.0006604358876858726,0.0021947818893803244,0.0009806472271699322,0.009406208097344245,0.1102594378956778,0.17873796705825845,0.0045163141006397565,0.052628067858119694,0.012675032187910688,0.1724471484513112,0.023642270565239727,0.009246102427602215,0.013508915884483759,0.003569022221332747,0.10132687573798707,0.0009806472271699322,0.008945904296835911,0.09142033742269898,0.013802442945677479,0.0013475560536620836,0.04658407882535807,0.08057317829767646,0.00733817652984303,0.00335554799501004,0.020747026370738025,No-DILI-Concern,vNo-DILI-Concern,CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)O)O[C@H]3[C@H](C=C4)O
moxifloxacin,0.011572793468997174,0.042119585532512965,0.0007326445477788909,0.011542889609904156,0.0007326445477788909,0.02920111840433008,0.11290202000568175,0.11418788594668143,0.013546448169136228,0.06692483665016971,0.026031309340470387,0.024595924104005625,0.04490064442816345,0.012170870650857491,0.047188289648779184,0.0011512985750811145,0.13059015265920068,0.000598077181860319,0.0017643276864879414,0.05708646700856745,0.00989817735978828,0.0023175490797087365,0.053154109537835864,0.14948939160598676,0.004007117118464138,0.002018510488778577,0.029574916642992773,Less-DILI-Concern,vLess-DILI-Concern,COC1=C2C(=CC(=C1N3C[C@@H]4CCCN[C@@H]4C3)F)C(=O)C(=CN2C5CC5)C(=O)O
moxisylyte,0.03169014084507042,0.01056338028169014,0.0,0.014084507042253518,0.007042253521126761,0.01056338028169014,0.1267605633802817,0.08098591549295775,0.18309859154929575,0.0035211267605633804,0.0,0.014084507042253518,0.07394366197183097,0.01056338028169014,0.0528169014084507,0.0035211267605633804,0.09154929577464788,0.0035211267605633804,0.0,0.02112676056338028,0.007042253521126761,0.03873239436619718,0.017605633802816902,0.11619718309859155,0.0,0.0,0.08098591549295775,Most-DILI-Concern,vMost-DILI-Concern,CC1=CC(=C(C=C1OC(=O)C)C(C)C)OCCN(C)C
muromonab-cd3,0.06433677521842733,0.03891977760127085,0.0007942811755361397,0.009134233518665607,0.0,0.021048451151707705,0.06433677521842733,0.19499602859412232,0.015885623510722795,0.021842732327243843,0.10166799046862587,0.007545671167593328,0.028594122319301037,0.013105639396346307,0.030182684670373317,0.028196981731532962,0.11834789515488485,0.0,0.0,0.032168387609213665,0.026211278792692614,0.0003971405877680699,0.0921366163621922,0.028594122319301037,0.0,0.0011914217633042098,0.06036536934074663,Less-DILI-Concern,Ambiguous DILI-concern,
nabilone,0.002173913043478261,0.01956521739130435,0.004347826086956522,0.013043478260869565,0.0,0.021739130434782608,0.10434782608695653,0.1391304347826087,0.002173913043478261,0.006521739130434782,0.015217391304347828,0.06521739130434782,0.03043478260869565,0.013043478260869565,0.026086956521739132,0.006521739130434782,0.20434782608695654,0.0,0.028260869565217388,0.17173913043478262,0.008695652173913044,0.006521739130434782,0.034782608695652174,0.02391304347826087,0.010869565217391304,0.006521739130434782,0.034782608695652174,No-DILI-Concern,vNo-DILI-Concern,CCCCCCC(C)(C)C1=CC2=C([C@@H]3CC(=O)CC[C@H]3C(O2)(C)C)C(=C1)O
nabumetone,0.02487153134635149,0.02158273381294964,0.0020554984583761567,0.012127440904419322,0.0006166495375128469,0.01983556012332991,0.2526207605344296,0.1251798561151079,0.015519013360739981,0.03175745118191162,0.017163412127440904,0.015416238437821172,0.032579650565262075,0.018807810894141828,0.025282631038026717,0.0033915724563206573,0.09383350462487153,0.0006166495375128469,0.00328879753340185,0.04008221993833504,0.026618705035971225,0.0056526207605344285,0.03504624871531346,0.14943473792394654,0.001027749229188078,0.0018499486125385406,0.023741007194244605,Less-DILI-Concern,Ambiguous DILI-concern,CC(=O)CCC1=CC2=C(C=C1)C=C(C=C2)OC
nadolol,0.01769499417927823,0.1278230500582072,0.003725261932479628,0.012572759022118742,0.002793946449359721,0.02467986030267753,0.06356228172293364,0.13364377182770665,0.009080325960419092,0.015366705471478462,0.014202561117578581,0.026309662398137368,0.0470314318975553,0.033527357392316645,0.02142025611175786,0.003026775320139697,0.13457508731082654,0.0041909196740395815,0.010011641443539,0.051455180442374855,0.011874272409778813,0.016530849825378346,0.06682188591385332,0.08684516880093132,0.0006984866123399303,0.0011641443538998836,0.05937136204889407,Less-DILI-Concern,Ambiguous DILI-concern,CC(C)(C)NCC(COC1=CC=CC2=C1C[C@@H]([C@@H](C2)O)O)O
nafcillin,0.08573197152584339,0.012689569792633859,0.0,0.001547508511296812,0.0006190034045187249,0.0030950170225936247,0.07118539151965336,0.1547508511296812,0.031259671928195606,0.02692664809656453,0.02661714639430517,0.01640359021974621,0.06994738471061591,0.027545651501083256,0.010832559579077684,0.0012380068090374495,0.031569173630454965,0.0009285051067780873,0.002166511915815537,0.0064995357474466105,0.09625502940266173,0.0012380068090374495,0.02321262766945218,0.24605385329619314,0.0006190034045187249,0.004333023831631074,0.046734757041163734,Less-DILI-Concern,vLess-DILI-Concern,CCOC1=C(C2=CC=CC=C2C=C1)C(=O)N[C@H]3[C@@H]4N(C3=O)[C@H](C(S4)(C)C)C(=O)O
nalbuphine,0.0069324090121317145,0.039572501444251874,0.004910456383593297,0.00895436164067013,0.00028885037550548814,0.012998266897746968,0.18717504332755636,0.10196418255343732,0.005488157134604275,0.03466204506065858,0.00895436164067013,0.027440785673021374,0.02253032928942808,0.00606585788561525,0.015597920277296359,0.0011554015020219526,0.1949740034662045,0.005777007510109763,0.0014442518775274408,0.0831889081455806,0.006643558636626227,0.002599653379549393,0.07712305025996534,0.09445407279029462,0.0028885037550548816,0.0028885037550548816,0.043327556325823226,No-DILI-Concern,vNo-DILI-Concern,C1CC(C1)CN2CC[C@]34C5[C@H](CC[C@]3([C@H]2CC6=C4C(=C(C=C6)O)O5)O)O
naloxone,0.002796768178993164,0.07022995649471722,0.001243008079552517,0.002175264139216905,0.0006215040397762585,0.01305158483530143,0.10348042262274704,0.17277812305779988,0.0046612802983219395,0.01678060907395898,0.010254816656308266,0.07893101305158484,0.03791174642635177,0.008079552517091361,0.01709136109384711,0.0006215040397762585,0.15009322560596644,0.002175264139216905,0.003418272218769422,0.08048477315102548,0.010254816656308266,0.0006215040397762585,0.09881914232442512,0.07147296457426973,0.001243008079552517,0.0040397762585456815,0.036668738346799255,No-DILI-Concern,vNo-DILI-Concern,C=CCN1CC[C@]23[C@@H]4C(=O)CC[C@]2([C@H]1CC5=C3C(=C(C=C5)O)O4)O
naltrexone,0.0018404202292856872,0.009278785322648671,0.0002300525286607109,0.0045627084851041,0.00034507879299106633,0.009930600820520686,0.08998888079444807,0.24098002377209465,0.007208312564702273,0.006134734097618957,0.029063302787469807,0.08979717035389748,0.03884053525555002,0.026532724972201983,0.04401671715041601,0.0019171044055059237,0.10248840151834668,0.004370998044553507,0.012307810283348031,0.16352900578965532,0.00881868026532725,0.007169970476592155,0.02120317472489552,0.034929642268317934,0.022008358575208,0.012997967869330164,0.009508837851309382,Less-DILI-Concern,Ambiguous DILI-concern,C1CC1CN2CC[C@]34[C@@H]5C(=O)CC[C@]3([C@H]2CC6=C4C(=C(C=C6)O)O5)O
naproxen,0.01539515335301785,0.01460378261910462,0.0008844731731971377,0.007042534514404278,0.0005386641129997606,0.046770675391695264,0.15756257813954724,0.20767829117122868,0.006557071795281037,0.035006517170749867,0.011225494107945629,0.0954632511371798,0.02815683770914798,0.008266166573564228,0.031727981273109364,0.00185539861144362,0.07410954166999176,0.0005386641129997606,0.005566195834330859,0.03084350809991222,0.02106775197510175,0.008638576330699864,0.04059266352778443,0.12656611603224005,0.0015162397254808073,0.0022876599366903412,0.01953821190115181,Less-DILI-Concern,vLess-DILI-Concern,CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O
naratriptan,0.005235602094240838,0.06166375799883653,0.0058173356602675965,0.012798138452588714,0.0011634671320535194,0.018033740546829557,0.11169284467713787,0.21000581733566026,0.010471204188481676,0.017452006980802792,0.009307737056428156,0.03781268179173938,0.028504944735311226,0.006980802792321117,0.03664921465968586,0.0011634671320535194,0.18033740546829552,0.007562536358347875,0.020942408376963352,0.06340895869691683,0.011052937754508435,0.0029086678301337987,0.045375218150087264,0.05002908667830134,0.004072134962187318,0.005235602094240838,0.034322280395578816,Less-DILI-Concern,Ambiguous DILI-concern,CNS(=O)(=O)CCC1=CC2=C(C=C1)NC=C2C3CCN(CC3)C
natalizumab,0.006304046234464514,0.007468533680283502,0.000984782593069143,0.007227729177598712,0.0015706204130336336,0.024928657173458317,0.04389470733267682,0.19926392892313666,0.0039103775958365975,0.017754839451684552,0.10016748492276284,0.05557911685847165,0.03959616725490056,0.010430069653600924,0.08002616502656038,0.013959472961607856,0.2066462042741002,0.004356045630656211,0.0011644874458189866,0.0559780616315763,0.014728609731377188,0.0057577434821049905,0.026894628262541603,0.03248344918306174,0.0019659710890832893,0.014516558005132369,0.02244154201140048,Most-DILI-Concern,vMost-DILI-Concern,
nateglinide,0.017769607843137254,0.04901960784313725,0.0006127450980392157,0.00857843137254902,0.0024509803921568627,0.018995098039215685,0.10232843137254903,0.12683823529411764,0.0232843137254902,0.011642156862745098,0.034926470588235295,0.03370098039215686,0.10416666666666667,0.08884803921568628,0.036764705882352935,0.011642156862745098,0.10784313725490197,0.0,0.01593137254901961,0.029411764705882356,0.029411764705882356,0.007965686274509803,0.03247549019607844,0.06801470588235294,0.0,0.012254901960784314,0.025122549019607844,Less-DILI-Concern,Ambiguous DILI-concern,CC(C)C1CCC(CC1)C(=O)N[C@@H](CC2=CC=CC=C2)C(=O)O
nebivolol,0.007550561797752809,0.09024719101123596,0.001348314606741573,0.012224719101123596,0.0011685393258426967,0.02256179775280899,0.07838202247191013,0.1457078651685393,0.005752808988764045,0.009348314606741574,0.011775280898876405,0.05312359550561798,0.07289887640449437,0.02391011235955056,0.04017977528089888,0.0044943820224719105,0.12296629213483146,0.001348314606741573,0.006831460674157303,0.047460674157303366,0.020674157303370785,0.01006741573033708,0.05564044943820225,0.08413483146067416,0.0017078651685393258,0.002696629213483146,0.06579775280898878,Less-DILI-Concern,Ambiguous DILI-concern,C1CC2=C(C=CC(=C2)F)OC1C(CNCC(C3CCC4=C(O3)C=CC(=C4)F)O)O
nefazodone,0.006957181708936815,0.02238947568148757,0.0005692239580039213,0.00910758332806274,0.003605085067358168,0.04964897855923092,0.10644488014673327,0.1395231168174056,0.0423755613180697,0.005059768515590412,0.013028903927645313,0.020492062488141168,0.04642337613054203,0.018594649294794763,0.028840680538865345,0.002846119790019607,0.19929163240781733,0.004743532983366011,0.0016444247675668838,0.14793498197457464,0.019163873252798686,0.01821516665612548,0.018594649294794763,0.0458541521725381,0.0013914363417873632,0.002340142938460565,0.024919359939282782,Most-DILI-Concern,vMost-DILI-Concern,CCC1=NN(C(=O)N1CCOC2=CC=CC=C2)CCCN3CCN(CC3)C4=CC(=CC=C4)Cl
nelarabine,0.06844547563805105,0.018561484918793503,0.0,0.004640371229698376,0.0,0.009280742459396751,0.04408352668213457,0.09860788863109048,0.023201856148491882,0.023201856148491882,0.08584686774941995,0.03016241299303944,0.08352668213457076,0.03248259860788863,0.07076566125290024,0.03596287703016241,0.21577726218097448,0.001160092807424594,0.001160092807424594,0.023201856148491882,0.03596287703016241,0.001160092807424594,0.04408352668213457,0.013921113689095129,0.002320185614849188,0.009280742459396751,0.023201856148491882,Less-DILI-Concern,vLess-DILI-Concern,COC1=NC(=NC2=C1N=CN2[C@H]3[C@H]([C@@H]([C@H](O3)CO)O)O)N
nelfinavir,0.03196476772268788,0.02614007671544253,0.03835772126722546,0.0029833783207842022,0.0029833783207842022,0.012359710186105979,0.11990339536866032,0.1196192641000142,0.04148316522233272,0.009944594402614007,0.0352322773121182,0.057678647535161234,0.07287967040772837,0.07458445801960506,0.02969171757351896,0.010086660036937064,0.060519960221622385,0.05256428469953119,0.0002841312686461145,0.02017332007387413,0.01917886063361273,0.013070038357721268,0.02173604205142776,0.10257138798124732,0.0009944594402614007,0.01022872567126012,0.012785907089075151,Less-DILI-Concern,vLess-DILI-Concern,CC1=C(C=CC=C1O)C(=O)N[C@@H](CSC2=CC=CC=C2)[C@@H](CN3C[C@H]4CCCC[C@H]4C[C@H]3C(=O)NC(C)(C)C)O
neomycin,0.011577424023154849,0.01085383502170767,0.0007235890014471781,0.07959479015918958,0.002170767004341534,0.04775687409551375,0.052821997105644,0.07814761215629522,0.0057887120115774245,0.1678726483357453,0.04341534008683068,0.020984081041968163,0.026772793053545588,0.00723589001447178,0.01085383502170767,0.002170767004341534,0.02894356005788712,0.0007235890014471781,0.0007235890014471781,0.013024602026049204,0.028219971056439943,0.0007235890014471781,0.01519536903039074,0.3234442836468885,0.0007235890014471781,0.00361794500723589,0.015918958031837915,No-DILI-Concern,vNo-DILI-Concern,C1C(C(C(C(C1N)OC2C(C(C(C(O2)CN)O)O)N)OC3C(C(C(O3)CO)OC4C(C(C(C(O4)CN)O)O)N)O)O)N
nesiritide,0.014388489208633094,0.11270983213429255,0.0,0.002398081534772182,0.001199040767386091,0.007194244604316547,0.03836930455635491,0.11031175059952038,0.007194244604316547,0.004796163069544364,0.034772182254196635,0.08393285371702637,0.10191846522781776,0.03357314148681055,0.025179856115107917,0.004796163069544364,0.05755395683453238,0.001199040767386091,0.004796163069544364,0.026378896882494004,0.06474820143884892,0.002398081534772182,0.0539568345323741,0.0407673860911271,0.001199040767386091,0.013189448441247002,0.1510791366906475,No-DILI-Concern,vNo-DILI-Concern,CC[C@H](C)[C@H]1C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)NCC(=O)N[C@H](C(=O)NCC(=O)N[C@@H](CSSC[C@@H](C(=O)N[C@H](C(=O)NCC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N1)CCCNC(=N)N)CC(=O)O)CCSC)CCCCN)CCCNC(=N)N)CC2=CC=CC=C2)NC(=O)CNC(=O)[C@H](CO)NC(=O)CNC(=O)[C@H](CCC(=O)N)NC(=O)[C@H](C(C)C)NC(=O)[C@H](CCSC)NC(=O)[C@H](CCCCN)NC(=O)[C@@H]3CCCN3C(=O)[C@H](CO)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC4C=NC=N4)C(=O)O)CC(C)C)CO)CO)CO)CO
nevirapine,0.03238579745109351,0.009781297529763464,0.011328473278439187,0.0027796716840614672,0.0008391461687732733,0.010122200660827608,0.08074159542665338,0.11706089054387163,0.05737661928987255,0.014003251691403996,0.043189804374049415,0.033041380395447635,0.05900246499187078,0.03765668432370063,0.03516546913515498,0.004012167619447214,0.05698326952326008,0.02790161011171133,0.0006293596265799549,0.015760213982273036,0.009492841034247652,0.005113546965962132,0.018566108984108667,0.3043478260869565,0.0005769129910316253,0.005087323648187969,0.007054072481250328,Most-DILI-Concern,vMost-DILI-Concern,CC1=C2C(=NC=C1)N(C3=C(C=CC=N3)C(=O)N2)C4CC4
niacin,0.0026639474858198967,0.016162131157988657,0.00012746160219233955,0.004231725192785672,0.0005225925689885921,0.009291950799821551,0.06969600407877127,0.11815690523229876,0.004741571601555032,0.00879485055127143,0.00934293544069849,0.019195717290166336,0.05902746797527245,0.010808743865910395,0.04645975399910777,0.0021541010770505385,0.11768529730418713,0.00012746160219233955,0.0012873621821426295,0.027697406156395387,0.009355681600917723,0.0027786629277930025,0.01975654833981263,0.1744312026002167,0.0008157542540309731,0.003199286215027723,0.2614874768975846,Most-DILI-Concern,vMost-DILI-Concern,C1=CC(=CN=C1)C(=O)O
nialamide,0.0,0.02564102564102564,0.0,0.0,0.0,0.05128205128205128,0.05128205128205128,0.1794871794871795,0.05128205128205128,0.0,0.0,0.0,0.05128205128205128,0.0,0.0,0.0,0.35897435897435903,0.0,0.0,0.05128205128205128,0.0,0.0,0.0,0.07692307692307693,0.0,0.0,0.10256410256410256,Most-DILI-Concern,vMost-DILI-Concern,C1=CC=C(C=C1)CNC(=O)CCNNC(=O)C2=CC=NC=C2
nicardipine,0.02456180811808118,0.09386531365313654,0.00253690036900369,0.008302583025830259,0.0011531365313653134,0.006572878228782288,0.09109778597785978,0.1416051660516605,0.02271678966789668,0.004266605166051661,0.011877306273062731,0.027559963099631,0.036669741697416984,0.018104243542435425,0.016259225092250917,0.0017297047970479705,0.145179889298893,0.006572878228782288,0.0023062730627306273,0.023869926199261992,0.023062730627306276,0.00761070110701107,0.033210332103321034,0.121309963099631,0.00023062730627306275,0.0013837638376383765,0.1263837638376384,Less-DILI-Concern,Ambiguous DILI-concern,CC1=C(C(C(=C(N1)C)C(=O)OCCN(C)CC2=CC=CC=C2)C3=CC(=CC=C3)[N+](=O)[O-])C(=O)OC
nifedipine,0.009040034438226431,0.0698864200801351,0.0016887976423060366,0.008361204013377926,0.0008940693400443725,0.01707010165899533,0.1039769528792344,0.17692638829100302,0.008957250240074174,0.0129971191099043,0.014387893638862212,0.02505049836087288,0.02990165237259512,0.016027020762276897,0.02433855425676347,0.0031954700486771085,0.16351534819033742,0.007765157786681678,0.006109473823636543,0.03230239411901056,0.019222490810954004,0.011887810854664062,0.03155733633564025,0.10800026490943407,0.0007285009437398589,0.003261697407198914,0.09295009768535382,Less-DILI-Concern,vLess-DILI-Concern,CC1=C(C(C(=C(N1)C)C(=O)OC)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC
